token,age,sex_name,onbo_complete,install_type,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
7f0e51606394329ed1796de742525b340844a032d8559ccdf13ddb483f923895,30,女性,2019-02,applovin_int,18,5,110,167,193,5
5e1d72dd3a456f2af9ab71cf89c188f622adc58d198edb99cdc279d230f05b6f,30,女性,2019-03,Instagram,16,4,8,158,84,3
687ac4c3ef4405adde1305e0e0a0966213bf811149f1938b3bb2f02af15730ae,39,女性,2019-03,googleadwords_int,24,6,17,146,113,9
300b131e0e6c072fe03c7a78556aea52650e59b93c2845ce6fb0df89ae445b65,44,女性,2019-03,nend_int,26,6,162,156,119,6
df6444e626782d6074d9b8e9c23e17abd52586fc82be96f0c65e55e293489e63,38,女性,2019-04,FiNC_Premium,17,5,44,100,48,1
f6ee29e9411def505b9d6186f0e80510e550d8adadfd57df99ea3436cecee5a2,20,女性,2019-03,afio_int,8,2,13,138,1,5
85ab8ba16b09db065459b8407e29c1aa8c7bbda4e4dd388ed2b1c3f034c27e88,35,女性,2019-07,Organic,21,6,12,42,4,2
5cfbe99a54d393069b0794f5f5bd6d36f6812369904d0e918cc397af5d1ad225,25,女性,2019-04,fincweb,25,6,122,178,125,1
02eed196fbea14f154e2fbc7f6da7e02b59cc6dd43acfc1ce283acc5af141df7,48,女性,2019-04,Apple Search Ads,13,3,4,131,38,5
a37e1db0616d7c4f778b503f46f0c0cfe5cee843d4662561c4eaac7b99e9cc85,26,女性,2019-04,applovin_int,18,5,5,110,5,1
1a0721ef895ecd8de245ab64f3868df8337ea11a2ed3626a6e1b1ef7099a6622,49,男性,2019-04,Organic,23,6,115,119,95,0
4edffaa0dc7a7a532d3cc2f7ba06bd147e56d8258f87fce4406ec5376fdb4eb7,43,女性,2019-04,Organic,17,4,73,90,0,1
3764b44fe7a974a4806ba9ea009314aa7b768f54412fe074fa018a537e7192fa,45,男性,2019-04,applovin_int,7,2,6,69,4,0
67b93ee4f0e78464b5ea701e7f7eff3ed909223cc5935293ad2047ea52889fa4,19,女性,2019-04,Organic,19,6,51,107,288,2
94a7b1a7d27ada91e8153a9c9202a28370d50338ceabf8e5a64b14b3af2ddee4,31,女性,2019-05,Organic,18,5,2,76,9,3
bf43367c413032b1f2a3f3853257e0480e5fbd603e7caf24552ef9c7232956c7,26,女性,2019-05,applovin_int,21,6,82,91,92,7
8536910b76ab9c52cbe96736741d5b71fc43e16ed89ef603362fe957cc32662d,23,女性,2019-05,seedapp_int,7,3,1,28,62,2
aec052f35a8133b24cf115fa027c04f66e113aded179462c2ebc41edd3a4e48f,44,女性,2019-05,nend_int,19,5,36,90,49,4
303323c1f7f6e9cd429306abc6442bcc296fbffc63a1256d10491f7de222abbd,48,女性,2019-05,招待リンク,21,6,8,85,0,1
7cf8895df4ec2632e6b7e7029bfd84f30eaf40e66605957b3b2001467e1c2683,41,女性,2019-05,adeals_int,14,4,41,79,44,2
2259b6f79233fece6862ba50143a26329d73149edc368dc4eb1da4c142532a14,30,女性,2019-05,dotgames_int,20,6,3,77,0,0
b1683b423b72a31d3458b557dde619148586c688b531d77a50740359ed0384d0,48,女性,2019-05,nend_int,20,6,87,79,262,6
c7a6ce538f41719b66f422d2f9e0b09fbd844d987462503acc37589975563ae8,44,女性,2019-05,tokucha,19,6,70,76,31,5
dafcc88036d3c8ee837270172871569d1227f3d5e94767ead05fd110125f0c60,35,女性,2019-05,Organic,16,5,33,76,1,3
f6cdd871cff2761d22513c8a13a33dde1504bf232e6c4b15c88c4ef7369b1a46,35,女性,2019-05,Organic,19,6,49,75,15,2
a69cae0ac813d86f849bee70c1f88fe08fb57ec22c1569f4b13b5ea0e48b0397,22,女性,2019-06,adeals_int,22,6,2,68,1,3
28db7e174ed29cfb15cacd98e6e5938d5076cb10645f539ff15218317fd384a7,56,女性,2019-06,maio_int,24,6,50,71,205,0
0b7a57337cffe0dbc8b9627ad7b99f1e804466cc83637da348cc69409c85c12e,46,女性,2019-06,Organic,21,5,66,71,203,3
f91d73b3e3a0f7569e3e24d2f345275e31888cbf484af173b54237f35d5ec552,30,女性,2019-06,Organic,21,6,64,63,187,4
725bfaed1f477c72d2f34007550c2b77e3078c5bdafb63b317c8a920adad6e28,30,女性,2019-06,fukurou_int,20,6,60,63,118,0
3cff0edfd72fd86b517a415dc8000bb8511691011e871381f4e37d6e305b6347,55,男性,2019-06,five_int,13,4,33,43,0,0
0320c8cbeaee357788fe95082534390d5783bf85f3ca3700d3365b17c70eb5cc,40,女性,2019-06,Instagram,15,4,14,61,21,1
197062788e8b471a4f500e87e59b994dac4c8960450068fec960d640dc35052b,41,女性,2019-06,maio_int,18,5,1,59,0,3
59d7b803d82c1d47ae9afe7bec3f4e70f68933a166642134a5b5dffe0a8f1cbb,47,男性,2019-06,nend_int,20,6,58,58,152,0
8c773a6ad9257219b8a2ddbd408837206bb659f47c949a7f373af40f01cdfcfb,27,女性,2019-06,maio_int,19,6,31,58,4,1
2f45c1da5daf2abbc658839929f7c6e3ede74853de64d2fb7143fb82cb61befd,36,女性,2019-06,fincweb,16,5,13,48,1,3
92194df7e33f2844d5154b2f80a6a9a32a9ed9752d120817bee8b6ce6159decc,26,女性,2019-06,Organic,14,5,5,43,16,4
390746720e5055b909a4850aa3112178800967f5bc38443c2669eedecc819717,43,女性,2019-06,dotgames_int,16,6,36,49,148,2
39b25c5c41090162311761440078ca01043669e4e09db128d8d9cfa44defd6d0,39,女性,2019-06,fincweb,16,6,39,48,85,3
0b4be70c2618c27a068fc90b90d4d5c490d6d63ac297917d64ba2afcc7d40f83,37,女性,2019-06,nend_int,6,2,3,46,0,3
04e4faa62042b9d085ecc61c40b33c93e36fb0f1940c54dac93f5876673bade0,29,女性,2019-07,Organic,22,6,42,45,42,4
133de6ecbcfb4af5a128e40d0b0a84b5f4cb67e81b2ab6f70051ad1bd9e109c5,47,女性,2019-07,Organic,18,6,53,37,0,2
79230513154acca465f6389f80b02304fa58c1fcad29e7eca695044612e3b87d,28,女性,2019-07,Organic,12,4,33,29,107,1
64188124094cc686487221082fe4dc7f3c95cf54790b73230bd969aef48adbe4,52,女性,2019-07,googleadwords_int,15,5,8,32,0,0
1b5a103ee3250984ade6b34fc5e40fe6bc7f83597f4333afc287b6db3255f45b,16,女性,2019-07,careward_int,16,5,16,31,108,2
88be8f67419d52b2d3fbed3c8c3d5cb208a0a86f7eb5ed6081970b2235fef2da,41,女性,2019-07,fincweb,16,5,1,31,0,1
392effd0c7f48151536a837fc68d59e952f18271a38f4ee712a7f69725491b8b,35,女性,2019-07,招待リンク,16,5,23,31,31,2
d35c8eb2d60a96178b04e6f3c28f0cf9532363d32dc54d5ba5970458507ab546,36,女性,2019-07,Organic,16,5,4,1,3,1
77e0ce9d46c1c5df2a90ba7d29c91b9e27fc7d7e6cd520f3ea0ef9af86e8dfeb,27,女性,2019-07,Organic,15,6,9,30,29,2
8aa89df1c52185f21f6ebe5389066d7b17a4d32cd66675e715d5226f8eac898f,48,女性,2019-07,Organic,11,4,4,0,5,0
8bb0b675bda680598905e035801abf51db9cefb45ac5c01e457e5ce97b3077f6,35,女性,2019-07,fincweb,15,6,22,30,5,1
d36806ca3a557fd92749fbceb51395ba74cc52dfe0ab4cea2bb4b26b85ce03dd,33,女性,2019-07,招待リンク,13,5,38,25,35,1
4fa523dcb7cb8fa782269c61442cafb37965d94e58b03cb87d29fa3626e76ee4,34,女性,2019-07,xmax_int,12,4,22,24,66,1
bd08a4f285b9f8f127c4052b4038a3a243a2aa6dc15027d2f96c025b299a75e2,43,女性,2019-07,Organic,10,5,22,20,61,2
41e7c62e3a48fca52d5a45b9a3f750d0fb0b600b1acf6b70cf5bcdec03a85167,36,女性,2019-07,Organic,8,4,8,17,17,2
e33f3ba92bc0c55163122e280688ad79630fd2e393eeff6e7dff2e7df4344fb6,25,女性,2019-07,Organic,9,4,15,17,60,2
ba89b2d53269fc698c1a55c468479fe2a5d39424754e7bcb8d9448a147c3a21a,33,女性,2019-07,Organic,8,4,9,13,1,2
2ab40424a796a0f76ae74f4d830f8f4ca49555227ecc75e5de5d851ca3a29312,28,女性,2019-07,Organic,8,5,11,15,21,2
23534bc744163a522d768fc911c13ef6fe3fcc1e87c1c2cb439839b01fb867ff,25,女性,2019-08,Twitter,13,4,8,12,31,2
c95d6b3350e509f83dd21ccd6796f27213a0d2935522987085d55c166b4943d7,50,女性,2019-08,Organic,11,3,1,0,0,0
8a8505b1ebf1eca0516ad36ce507a62f746721aff1efedd13109ed767ff9d109,47,女性,2019-08,googleadwords_int,10,5,2,10,0,2
543ebfc9acbf04cf8c3a55c943ae5b87ae2533ccd65a6e3524e7ead1e4bba1c0,41,女性,2019-08,Organic,9,4,9,8,22,1
ff27939b39e3ac7cbdf93ccc234a39b6ba23c17ab1bda5e768215d8bf8b7df53,27,女性,2019-08,招待リンク,6,3,6,6,16,1
014daa5469c162072fab549707feefae095b441b32638c90ce390bd175094846,32,男性,2019-08,Organic,7,3,6,6,12,0
b842e445779e7b502928372103a435802dbafdd6321934270d84e6793ef50e0f,48,女性,2019-07,Organic,12,5,25,24,77,2
22f4ff56abcc0cc230361d5561bea90f7d6c640690e360e1e8f847f6829f3319,38,女性,2019-07,Organic,12,6,24,47,91,2
4d1fc4b56eccff54733d9186ee372602d744b0e0532ef8f9e70d60195392bc86,29,女性,2019-07,Organic,10,5,18,23,9,0
113ed298a9bf7def52129da57a4a00870f732c1dd351143a6e4ab8bfc7748247,18,女性,2019-07,googleadwords_int,11,5,22,21,31,1
e7862e63173a3b62976170b3d405664f54bcfd8df6b222ff9a0e22418c4632ed,27,女性,2019-07,FiNC_Premium,9,4,6,9,24,1
3356c367c49e992d40a2154c842941db3cb856a12055052cde74823b0515013d,36,女性,2019-07,fincweb,9,4,5,20,19,1
1a3f98a301b4724c64441bc02d8d9b6db0694d5dcf49e7b77a3a70e6d972e674,32,女性,2019-07,Organic,9,4,8,18,8,2
b71e50e9ed0a5e6032718c2407070ecaf2054e87e346e87622aaf843e27979f4,31,女性,2019-07,Organic,9,4,16,18,16,2
cc2aad5387c36529e266138b99ea2556722a937cc8d5e55be3b9fd6d179a51af,25,女性,2019-07,googleadwords_int,6,3,2,17,1,1
79d5cb9a623703380272102bac80f2f5d91d0ddc481fd32219b5ee6464a0c97c,32,女性,2019-08,googleadwords_int,14,4,12,13,39,1
10f683d348a402cfa7e5cc36a1a87dc7df77d55ad2772fb8d1b059885b22292b,20,女性,2019-08,simeji_int,10,5,11,9,29,1
a3b7babbdf664afe633d6dac1483029f073fa6e5dfeef79042afe512449ea7d8,44,女性,2017-07,Organic,19,5,7,4,6,0
da06f66c26598e9c7c79576a5c006bd758946eb14202d00325ab9877ae33fe80,42,女性,2017-07,FacebookAds,21,5,347,400,17,25
71264c7d097a1aeec56183c96c0c280cd76883b638f3107b21696be166bd5b77,37,女性,2017-11,FacebookAds,14,4,76,400,24,7
10526dcb4bd63f61f0f9de221340d5212fb2b7a67a1b2f180faf815aa1d34e57,45,女性,2018-04,mtburn_int,28,6,17,403,70,4
6a00891354badc0d056f2d4c71e264c3f2c4e9f5fed33b46df6886aa066aa004,40,女性,2018-04,dotgames_int,17,5,184,422,226,7
e174e879debab392b3924548783c79eb2e3dc82135223f437c0996c752479af5,26,女性,2018-04,Organic,6,2,2,62,7,1
8faa379201c04c92d43e72f3bea7ffc8525497ee186df96de64b004e9b4da09a,47,女性,2018-04,Organic,23,5,121,141,1,11
9b114d817546f8d56e0af432c411ec45112e0c501ad0523f12290a5cb2babbfe,42,女性,2018-04,googleadwords_int,23,5,331,438,37,15
0b67fd5071c248d342da058746c1b95747164a34e6030d8c885aa6a1b2d61b91,27,女性,2018-05,Organic,5,2,15,401,2,18
8fdaaa7e6205dcb4f4cb0b3d8c7a8be87eee84157e09d8f57d3e9ce45dd4c78a,25,女性,2018-06,Instagram_Stories,17,4,127,331,584,21
d4a5e9fd12259336f53e23e4df25b9a9e819b33259e1738bea5ec7dfbf59df75,48,女性,2018-06,Organic,27,6,388,372,249,0
55452cdda51e6f59fdd84ec5e7a732836e6f4c59f7915f87ee658ba32e26d547,46,女性,2018-07,Organic,14,3,156,256,57,7
80bab3e5a3f9d21b66971d21c60217a2dd13d607ee766d92e76f5167eb61191a,27,女性,2018-07,nend_int,19,4,226,204,6,12
978e193de74d5141f2cdb33d9394c4d098d6b849a6c5afd36b9a0104ab8e65a4,52,女性,2018-07,smartnews,20,5,108,360,67,0
331f915b710cbc012050dfb39ab628743680892944d654ad379f9c42bc0d0a60,47,女性,2018-08,zucksaffiliate_int,26,6,293,285,339,17
eaf04a620a48189feee673f2c1820eaeabff5dc5b6ef2fa4444a7ae81fd89e7e,51,男性,2018-09,tokucha,27,6,460,333,997,0
d3a955393e108420a44494ef30d7ae9dede69d864c08b6c6d2aa51c471f56fef,56,女性,2018-09,FacebookAds,21,5,125,271,189,0
5e1cb3e3d1b33ede9619898a9be29c53ff5fdf9c37c934956e88561d61c15c9c,62,女性,2018-09,tokucha,25,6,48,319,155,0
22da6fe0a6f41ec023322b6eebfc75d7303a5a8f5ddc4cf91e74019b7ae2ead0,44,女性,2018-09,AudienceNetwork,26,6,222,326,1,13
715670e361359df678f1076b99c2c380f03b24dad69cdc7ca4f905fc806e9900,44,男性,2018-09,tokucha,27,6,267,324,694,0
5d6f87300e146a9c014006a135bbbde67619ca9d35c4b188faf986f0749e8acc,37,女性,2018-09,Organic,11,3,19,287,13,8
dd49e5cce8cad552f6dd6d89a93b5cf7c6d62f405dc71df3ec6d9a3d4a3001aa,40,男性,2018-10,tokucha,24,5,191,312,31,0
424854ee6569db6fd6e2c6e41fbf3bdb5795866eea99ec1e463b30846a46cd2c,49,女性,2018-10,afio_int,27,6,54,325,26,1
0268b17edd8bb3b22353fa288f1ff921eb29e000988bb5ac8abf83c90461f9e2,49,男性,2018-10,tokucha,26,6,15,206,0,0
0248cd8c9d49ccc62f8cab400bf802fb43caddde273ff69bea198d6b1f26578e,41,男性,2018-10,tokucha,21,5,302,225,666,0
cf9290d1053b2ef164c117931ef88bd2818fced6cb25290933e587d5add0bc66,36,女性,2018-10,TRY_WEB,11,3,4,2,2,15
a73525e6b6b888e5d4413d47ea4793376e19082ab700a7721cb480c2a4214c6b,31,女性,2018-10,Organic,23,5,119,291,89,9
27a1e8290284bb0accd3ac1e8c8ff0ab07bb1ea8dd6b8a3cf1aec42c7614469d,39,女性,2018-10,Organic,17,4,77,294,49,5
156449b06c04d889faca6647dc2360c00e1abdbed55eaa147354e14ed73e7941,31,女性,2019-01,lap_int,23,5,30,185,9,8
e79d31f8ea46cc6334439031ca2dc0f6c9bc59d6b53d425e4b617089e729e355,37,女性,2019-01,Organic,26,6,208,213,786,9
75fbc11aa294ebf4a71d9330081cca6baed3bc5cad91ce33a7ae21446bdc8764,58,女性,2019-01,Instagram_Stories,26,6,217,208,641,0
00d5c204cf98496af0e0989102f1c125ee5d8e0330b2e07a1a3a93548ce2dd38,40,女性,2019-01,googleadwords_int,21,5,11,77,0,5
1dbb3ab9b4f54beca52a25b0916397b409392f9a04827cd24d10feb38f0c5bdc,33,女性,2019-01,adeals_int,16,4,237,143,0,11
3b3320386b459868a4a57a0f0633ea19710236834df7718695886dd40c5fceba,24,女性,2019-02,Apple Search Ads,26,6,16,194,45,8
db187ebc767ea5ace5863499e17923e6bb3ed01d355c5c946d217bed918f240e,55,女性,2019-03,招待リンク,23,6,116,198,147,1
8a85201b9782504cf80c05a12864f428dbb980e8765f2a3d6554d34c95004d09,24,女性,2019-04,googleadwords_int,23,5,116,114,117,2
bca1bfdd483e6279095b9452b06817a93b97fb9be0aeb1795c3744883923369d,33,女性,2019-04,persona.ly_int,22,6,28,117,32,1
164d85fe56b6916e738af9b193859a5b407b3184679dc68c171a6fe1e79ee4a0,38,女性,2019-04,Organic,16,5,14,109,0,2
64bb9d647a806b0153906636d385f5c392afa8e08e0fbb1e907cf9bbd43216ee,44,女性,2019-05,group_invitation,11,3,37,37,9,4
a4364bdb54b8c001555d1e10e75b3e99fd115bfaf1167f41ebc235ba64a623d0,40,女性,2019-05,applovin_int,23,6,1,92,0,1
a136a5ed0db9ff4d6facb5402df1e9328d98a05754d19898fe6ad1adf137c6b3,39,女性,2019-05,applovin_int,22,6,71,79,1,0
3dfa7c1df772cb766304a8725d1abdd90094de5741cf68f514aa1314e7e94a69,46,女性,2019-05,Instagram,23,6,87,92,324,3
0e12f535722ecdd35f28fb699e718c86b1ce96a08976b5a5a9a895dc6e837194,31,女性,2019-05,FiNC_Premium,22,6,81,86,87,1
86b38d1991e668af2154d9dedfda0cc26c70fcd26c6225bdb87829381825dc7a,36,男性,2019-05,fukurou_int,19,5,2,91,0,0
92dc0525c22162273020ff1b14fbe260bfc147a9cda648d76a330b7dddfcfdab,20,女性,2019-05,nend_int,10,5,25,32,84,2
6a72424823dc53ce9b64fca034a3ffbd891a1ce1a7b9ec67132af809747f8421,46,女性,2019-05,nend_int,16,4,76,87,0,1
91783d2b5759d282933c864c8ce17c7886fb6f0f86cb314516b7edfbdaf29d01,33,女性,2019-05,招待リンク,21,6,78,86,98,1
982e4132737c2e5bb02ec580e2b0e269fe5d46b9a72056ca0bdb51f1b285d004,25,女性,2019-05,Organic,18,6,47,77,159,4
07812ecbc9225718ff4118557548e03041a0fc93463d97aeb42c49096481e132,23,女性,2019-05,Organic,18,6,25,76,49,3
7faca18730f5d5905f79cdea44e3fb0e9ac1a8c98f920a2a2c3df754d2923671,28,女性,2018-11,applovin_int,7,3,105,233,5,3
f79eeb40e811b3a2db709bda979266e8f71bbd26d069b7ffcf83b0d9d5aa9ea1,36,女性,2018-12,maio_int,26,6,235,237,882,9
fd1070939c72260d1d917392811d7a24970f9844b61d3d53a176349b0cbf477f,34,女性,2019-01,APP_website,27,6,209,223,875,0
c3584453e9e99eac3b8c8c1c14035c7b41a8c120832d9d2239338d92afc90012,46,女性,2019-01,Instagram,25,6,1,110,88,2
48925a24c725b73d5b3302521d15ebdcba8eb6850fb051992459146937cd4e0f,22,女性,2019-01,adeals_int,24,6,4,206,82,2
71563146a1eba86c6e38d8a0b529bdd38fe0b1794d083cd4c082a77852f1845f,47,女性,2019-02,applovin_int,18,5,43,174,49,3
bde2e2ae482149cc7c8cfc8b0bb5d9350c13610de9e586a6973c71dcf068f34e,39,女性,2019-02,yahoojapan_int,23,6,112,170,147,7
efe2a567ae4c0a1accca1b0ebfe6aed3e5cc22eee42a803e8aff3a4366a74796,25,女性,2019-02,applovin_int,24,6,171,171,266,0
e405ec079d967d84ea24f24d7fa6e70b0e43d71a25376cd2950147b8a5a8cc9d,40,男性,2019-02,applovin_int,21,5,132,167,171,0
6c57567001c5dca87ed2097c81279115f7dc3bf99016df26b33bdda521825732,28,女性,2019-03,Apple Search Ads,27,6,165,163,632,1
0fd60edb2cab0541ee9fa12f6a12a2e016413348d63fe433900c5cd6970c9510,39,女性,2019-03,APP_website,20,5,27,162,7,1
1190917d977d046e7cf0f45ff7303095875b5f88307992ada417215a2c3419b2,36,女性,2019-03,five_int,25,6,12,160,16,6
b85c7966d97281dce469550bf20613a5b9d4081cc53e79abd739b2c9f975750a,35,女性,2019-03,招待リンク,7,2,6,12,16,1
72cfbd624d6b2e97f01a7303618afba9cf8d632ae3d6c4d46dd55a859f6a4923,46,女性,2019-03,imobile_int,23,6,45,142,421,4
0eb63800544a2522f7cd47d3aa62bc7331c5ffaa7261d09758ace69774b7a3a7,40,女性,2019-03,招待リンク,22,6,126,135,323,6
1816e92a3955a1baaf15a47346961e7df36064cdcf89d6c31012a241f52cf6fd,33,女性,2019-04,Organic,21,5,8,114,6,3
ed6a21b3181bdfb54d729c214a167cedac5ec37b224c9b3794194cfca4205d34,50,女性,2019-04,five_int,25,6,88,125,462,5
c3353af5d998d7cdf7c63f98a25b5b6cbba61608a2d33afc542f5104110a41c5,41,女性,2019-04,fincweb,21,5,124,118,190,5
6ff4e5faa291bc84016bcd7d8f284d52da75ec599a904e3373e9619d761ed829,32,女性,2019-04,adeals_int,21,6,107,108,0,4
0462a0aad510f6b898eeb726892bf70e0707dec2f17beda2f6c5a56e28b881fd,28,女性,2019-05,applovin_int,21,5,2,100,0,1
ecb11a6a1f2cd0397204044170634d0228cc46bab8dee5c0b7c16b18bbfb7429,40,女性,2019-05,adcolony_int,24,6,131,96,338,5
0960512835099ea36bbbf31d31b66148ed8fa6adaeb8b3ba2e00362c64250452,35,女性,2019-05,Organic,20,5,68,92,66,1
5ec3abae6919956dbeae587fd8f07145b58afacb75142570f8805330d89a8566,35,女性,2019-05,persona.ly_int,20,6,93,80,137,2
9bee923f5329915558c97837e28132dfccdd8865773129d302aeaaf7814dede9,49,女性,2019-05,googleadwords_int,18,6,76,77,2,3
5351c96e840bd3efb4935e92f58627c41fa164b7b81f0d5f7a3b8b1cf502764f,45,女性,2019-06,Organic,25,6,60,76,212,5
dea18a0a7afa14e085be7ebf8e16e04e16fe56972bfe4af8fa876727ee4123d9,27,女性,2019-06,adeals_int,24,6,9,73,82,4
95eff61306b4db25aa182903b2a36ca1b5f2ec69ead321c452e93bec0a01f9df,52,女性,2019-06,Instagram_Stories,22,6,51,68,4,3
f2055467ae854f4c9f4080f1530765ef381725831271415f97567840d8648526,32,女性,2019-06,Organic,22,6,66,65,202,5
8b07f5d93d2ff114b68bea593ff1c032536bb9fb4f35e5c78feaca7759fe210b,30,男性,2019-06,Organic,15,4,52,66,124,0
10a608e43d84695a637f08737a305fb8902b83b0bd3b920698f7651aa0071570,51,女性,2019-06,Apple Search Ads,21,6,65,64,231,3
d222b1536aed24220d20420e0ec0b9d8cc9ed0d07e8e64e5417e03ddc38c964d,17,女性,2019-06,googleadwords_int,20,6,20,63,129,3
5c04ba295f82a48e04317951f499d74eb6ee1f0741f5a5bad862a1db52205fcb,32,女性,2019-06,Organic,17,5,11,62,42,3
babb21452fec746787cd00c6e4942ab626b2d67659eb71094afb1093cc6a11b2,32,女性,2019-06,Organic,9,3,18,39,22,1
269b058e0416df9cb2ee950ac10235148ecaf750332d2914737c47c5b047e9c6,49,男性,2019-07,Organic,20,5,1,0,0,0
c6eaa9d6a24fadb223e23e6b6c6bfda0e46f466bf185dd735a5b50fbdca8b3bb,26,女性,2019-06,googleadwords_int,18,6,28,56,50,3
4759b71925da8a11f4368ead631480bcac08f4c899eaa39e64de862cecf64d0e,26,女性,2019-06,adeals_int,17,5,2,54,2,1
8674a4964f707903975a26f02591d0155d4f042e2958420ea826131dd0642ada,43,女性,2019-06,fukurou_int,18,6,54,53,175,2
cfc590faba5b760d7fb877137cfd9c6128d2680a32189eed932feb284e9044a0,24,女性,2019-06,Apple Search Ads,15,5,45,47,11,9
88283f927863a8b46f9bed52308aafeb120a136255046a88b3d422b81c584c2c,35,女性,2019-06,youappi_int,16,5,12,52,6,3
e35168d3f548cd9eed7d6c2b3717682e3156bd4d2302bb6f904d44a2c59d73b5,62,女性,2019-06,Organic,12,4,32,36,0,0
0a04648775dbd86123ac5e386e6042562af81358ff8cabeea23b4d52348893e8,38,女性,2019-06,fincweb,15,5,46,47,8,3
7df79856c3ec9d753efb4c4d7e027f3b9ca465012bbe874dff1421d7e199047f,44,女性,2019-06,招待リンク,15,5,31,45,21,2
bab47f14e53e5057704aa5f026440e8522f49ada9b001376a554edf4eb8388fe,23,女性,2019-07,careward_int,21,6,24,44,109,2
6fc19ff495285e10de166a330a833430ad4abb167f4902c9f5da807c98dd1295,31,女性,2019-07,招待リンク,22,6,24,43,15,1
a68e737f09eeea8692280303b0580f77e26fd640c8cb388186c875ca22eb5d10,30,女性,2019-07,fincweb,9,2,9,38,4,1
392af1357544e709d5786baf7a4c5616dd8a049e4fc4f6a140488681370b1cea,24,女性,2019-07,Twitter,13,3,19,39,25,1
fabcaf83701c6ba611996094b12c5f3f761267bc0d13fa0c69341b76bbcc0356,35,女性,2019-07,fincweb,14,4,17,27,25,0
d64cc8b94963460dc923fa82bf95178eba742835ce562c3510428278a931f482,46,女性,2019-07,Apple Search Ads,18,6,35,36,103,5
8149e395188b44e69ca001a5f16511f1d24b917aa39332df2a5e6cd1dfe1f5ff,32,女性,2019-07,careward_int,18,6,35,36,106,2
6f31044be88290165ca6af7f48642f017d107b4b9644ff53de598d992e8efdfe,54,女性,2019-04,Apple Search Ads,18,5,23,107,1,1
72a53e1c2354f62c1a674993b5688f2b730200a59fdf9c5f0ee5167214922c76,28,女性,2019-04,Organic,20,5,6,114,27,5
6f28f67d36a1f60aeea92108f27035131606d45ad2ad3ea083321d07313cccda,46,女性,2019-04,fincweb,22,6,113,111,280,0
cb368652712a963d74a8b991ce87a6a5649aa49e71d1186ed57b22da554a469b,41,女性,2019-04,Organic,22,6,104,78,99,1
e6760e10339c659a91340cdbf47caf28da515cf641853eff4b718b94e2fd2b49,36,女性,2019-05,applovin_int,22,6,48,94,17,8
d806978c25d8cac8056ae4029c55b1976e91f9b6db0615940d0f8a82cd44eef6,40,女性,2019-05,Organic,23,6,8,94,219,5
c0f8a5477a0dd7a78429c8b8484c983885bde03a0e30543397ace4c5a57c01fe,32,女性,2019-05,Apple Search Ads,22,6,18,92,157,4
217af48ccda569119abf06121e39dc1f2bdb042adb4bd1ac0c44ae5911880caa,37,女性,2019-05,adcolony_int,20,6,113,80,5,4
de969245ed2fa8c9e5094fa3650a838b094b1fe614ae5296c2b959b51be64035,34,女性,2019-05,adeals_int,19,6,3,55,18,3
910854e64ed2587726bd726653cbc4da1c723bcfffb05adf3a57407884d938ea,30,女性,2019-06,gohobi2018autumn,13,3,18,66,1,1
80dc2a16414dc957d30dd2dca2b24942a6a71a38f750369bf7b65219ec1f11f2,26,女性,2019-06,adeals_int,19,5,13,62,29,1
a94e16fb3f8cffa7422478a878fe0c1f929b1eecb0ea16825b4df206f6f9e850,36,女性,2019-06,招待リンク,20,6,53,60,139,3
de52cb3c8a20f5017ff9a9a1760b33f69099b8876fa0aa061d1a98010d554952,27,女性,2019-06,applovin_int,20,6,68,61,203,3
acd1522c18da957ba6837f5cbd0df3949219706f966fb6d330fdc4d11b985250,46,女性,2019-06,Organic,18,6,19,56,28,3
d0d324439ef7cb694ab1e6af72508d0beadeefbf8d32477fa9ace082d9d528e8,34,女性,2019-06,Organic,17,5,36,52,3,3
589f21dff1d64ce338432b165afff89b8320a296b491abe09b25c9bc4e202c91,18,女性,2019-06,googleadwords_int,8,2,14,43,2,2
225ac6f79ba6d120bba1edbc863db4b97f963074b6004c7a0a1780ea66e11b20,35,女性,2019-06,Organic,11,3,28,47,2,1
6e9e8439f2fa83f3202f3798844266823bc1d50050063cace90cf1080fd8fcc3,30,女性,2019-06,招待リンク,15,5,25,52,32,2
0fc0b01913424a64e0d50e2d8f7bc956f9bd4ebc9f7a1c9e0befe7d2c7f52d67,34,男性,2019-06,Organic,16,6,53,48,0,0
dbbdfcd5d3b303a36001604df92df2e0ddb13c606a520cd243c472cfb8d6568b,58,女性,2019-06,AudienceNetwork,15,5,47,43,123,1
08ae3137807a2add035d0d4e5965f2709928d6a7e1da1077a7092d3843751e4b,45,女性,2019-06,five_int,14,5,3,44,7,2
ffd6e809d7ebdc5cc4072cc730b7012b015402e65a6abb9d41547599c1888961,31,女性,2019-06,Twitter,13,5,8,45,4,2
f19cb31a24becd3e4cb6cbe941636cb3142707f7a3a4f3a60422866ff161c627,24,女性,2019-07,applovin_int,22,6,57,43,151,2
613524e9b33b39a78977b42d365dde864c5b2f4ef7ed2047e16a4dcc6cafb132,34,女性,2019-07,招待リンク,21,6,43,42,25,1
7a1f03c275c22c3fdb741bf797331fa1b3f3480285409bb63003298eb846f399,34,女性,2019-07,applovin_int,17,4,24,31,27,3
